userId	itemId	rating
s2U1013608	P1018715	1.0
s2U1002566	P1009968	1.0
s2U1016692	P1014502	1.0
s2U1016582	P1013766	1.0
s2U1013040	P1031642	1.0
s2U1009255	P1004214	1.0
s2U1005548	P1021885	1.0
s2U1002446	P1028500	1.0
s2U1013497	P1010258	1.0
s2U1006479	P1021570	1.0
s2U1004021	P1016952	1.0
s2U1017495	P1002807	1.0
s2U1004167	P1017395	1.0
s2U1008686	P1008806	1.0
s2U1008696	P1034523	1.0
s2U1010722	P1017003	1.0
s2U1000283	P1012181	1.0
s2U1000806	P1031924	1.0
s2U1015807	P1005471	1.0
s2U1013171	P1033104	1.0
s2U1007443	P1031929	1.0
s2U1004500	P1000590	1.0
s2U1009627	P1003866	1.0
s2U1003377	P1032137	1.0
s2U1015970	P1033469	1.0
s2U1007096	P1021216	1.0
s2U1012401	P1027215	1.0
s2U1008505	P1028301	1.0
s2U1003782	P1034611	1.0
s2U1016195	P1029064	1.0
s2U1010366	P1004820	1.0
s2U1005234	P1022092	1.0
s2U1008138	P1034636	1.0
s2U1006387	P1012181	1.0
s2U1016889	P1034636	1.0
s2U1017805	P1012181	1.0
s2U1012617	P1021472	1.0
s2U1015914	P1016949	1.0
s2U1011135	P1014102	1.0
s2U1005047	P1033144	1.0
s2U1011194	P1030120	1.0
s2U1010168	P1034611	1.0
s2U1004000	P1033469	1.0
s2U1012341	P1014502	1.0
s2U1018764	P1006781	1.0
s2U1008358	P1033469	1.0
s2U1010666	P1015266	1.0
s2U1007401	P1032460	1.0
s2U1015621	P1034636	1.0
s2U1007855	P1030120	1.0
s2U1011636	P1006781	1.0
s2U1012236	P1008806	1.0
s2U1009925	P1032597	1.0
s2U1002473	P1004622	1.0
s2U1016778	P1012925	1.0
s2U1006584	P1018865	1.0
s2U1002190	P1032058	1.0
s2U1005445	P1001431	1.0
s2U1008769	P1005471	1.0
s2U1012881	P1014994	1.0
s2U1007171	P1000590	1.0
s2U1015864	P1009440	1.0
s2U1011100	P1004820	1.0
s2U1000687	P1018865	1.0
s2U1014929	P1031288	1.0
s2U1007550	P1025338	1.0
s2U1000053	P1030120	1.0
s2U1014360	P1015266	1.0
s2U1006986	P1029238	1.0
s2U1000521	P1014658	1.0
s2U1009789	P1032540	1.0
s2U1000684	P1031924	1.0
s2U1000093	P1004460	1.0
s2U1015021	P1021193	1.0
s2U1008835	P1022613	1.0
s2U1013166	P1027902	1.0
s2U1003710	P1021193	1.0
s2U1013846	P1031288	1.0
s2U1001618	P1033469	1.0
s2U1005666	P1032687	1.0
s2U1013560	P1025807	1.0
s2U1014987	P1006781	1.0
s2U1018006	P1019005	1.0
s2U1004854	P1009219	1.0
s2U1006462	P1004870	1.0
s2U1008888	P1003550	1.0
s2U1014058	P1004320	1.0
s2U1002038	P1007571	1.0
s2U1001957	P1013766	1.0
s2U1003636	P1033469	1.0
s2U1006705	P1014416	1.0
s2U1015348	P1009219	1.0
s2U1002916	P1018865	1.0
s2U1012983	P1004460	1.0
s2U1001551	P1031924	1.0
s2U1001899	P1013766	1.0
s2U1016421	P1003506	1.0
s2U1000050	P1027902	1.0
s2U1003569	P1000117	1.0
s2U1003162	P1031288	1.0
s2U1005113	P1033469	1.0
s2U1005026	P1021106	1.0
s2U1006854	P1031288	1.0
s2U1002582	P1023096	1.0
s2U1015274	P1022063	1.0
s2U1008378	P1034611	1.0
s2U1016561	P1032948	1.0
s2U1011935	P1032597	1.0
s2U1017708	P1007983	1.0
s2U1011681	P1021570	1.0
s2U1018197	P1022079	1.0
s2U1012210	P1026271	1.0
s2U1017928	P1031288	1.0
s2U1013906	P1027537	1.0
s2U1003086	P1030120	1.0
s2U1017774	P1014502	1.0
s2U1004273	P1013766	1.0
s2U1016774	P1033469	1.0
s2U1001737	P1034611	1.0
s2U1001849	P1005192	1.0
s2U1003739	P1030850	1.0
s2U1001554	P1018865	1.0
s2U1007080	P1027585	1.0
s2U1013761	P1012566	1.0
s2U1006574	P1017037	1.0
s2U1007352	P1006781	1.0
s2U1004384	P1018762	1.0
s2U1009420	P1004405	1.0
s2U1000862	P1004629	1.0
s2U1015129	P1013471	1.0
s2U1004614	P1014102	1.0
s2U1009413	P1019005	1.0
s2U1006023	P1034636	1.0
s2U1010333	P1033116	1.0
s2U1015932	P1019890	1.0
s2U1014905	P1014102	1.0
s2U1012092	P1014502	1.0
s2U1009473	P1009968	1.0
s2U1010803	P1021788	1.0
s2U1009042	P1000481	1.0
s2U1004409	P1004287	1.0
s2U1013857	P1001512	1.0
s2U1002103	P1005973	1.0
s2U1011163	P1017331	1.0
s2U1009707	P1016838	1.0
s2U1018297	P1016948	1.0
s2U1008974	P1032315	1.0
s2U1018268	P1001950	1.0
s2U1003243	P1017538	1.0
s2U1000057	P1018865	1.0
s2U1009481	P1012181	1.0
s2U1002981	P1029127	1.0
s2U1007645	P1025246	1.0
s2U1008551	P1034611	1.0
s2U1009467	P1034611	1.0
s2U1008028	P1013766	1.0
s2U1017047	P1019005	1.0
s2U1005203	P1031288	1.0
s2U1014925	P1026732	1.0
s2U1008163	P1035622	1.0
s2U1005128	P1008969	1.0
s2U1018464	P1022578	1.0
s2U1010989	P1007032	1.0
s2U1001728	P1022576	1.0
s2U1000955	P1005192	1.0
s2U1002964	P1013631	1.0
s2U1013566	P1021570	1.0
s2U1013188	P1005919	1.0
s2U1004601	P1007433	1.0
s2U1006468	P1018865	1.0
s2U1008166	P1027219	1.0
s2U1005077	P1010381	1.0
s2U1010133	P1014102	1.0
s2U1010543	P1005471	1.0
s2U1015192	P1029064	1.0
s2U1007375	P1014503	1.0
s2U1017358	P1035601	1.0
s2U1008380	P1032058	1.0
s2U1006900	P1004629	1.0
s2U1014338	P1034611	1.0
s2U1017008	P1032991	1.0
s2U1004276	P1027539	1.0
s2U1010798	P1034611	1.0
s2U1010834	P1016435	1.0
s2U1008547	P1018047	1.0
s2U1012879	P1029127	1.0
s2U1000159	P1015591	1.0
s2U1015723	P1027254	1.0
s2U1000408	P1033469	1.0
s2U1006076	P1028896	1.0
s2U1000464	P1015164	1.0
s2U1010524	P1029187	1.0
s2U1003627	P1019005	1.0
s2U1011241	P1010687	1.0
s2U1016901	P1034636	1.0
s2U1005070	P1008155	1.0
s2U1014779	P1013631	1.0
s2U1013123	P1010238	1.0
s2U1001065	P1033459	1.0
s2U1009232	P1033560	1.0
s2U1009342	P1018517	1.0
s2U1006088	P1018735	1.0
s2U1010434	P1012765	1.0
s2U1000329	P1031924	1.0
s2U1016865	P1033510	1.0
s2U1017296	P1006005	1.0
s2U1010825	P1015470	1.0
s2U1015456	P1029380	1.0
s2U1000190	P1009078	1.0
s2U1003294	P1027215	1.0
s2U1009342	P1019005	1.0
s2U1015163	P1032597	1.0
s2U1005971	P1020853	1.0
s2U1008664	P1014591	1.0
s2U1016990	P1031288	1.0
s2U1007840	P1016948	1.0
s2U1005517	P1005878	1.0
s2U1006543	P1005919	1.0
s2U1011042	P1033612	1.0
s2U1012012	P1027215	1.0
s2U1011094	P1023286	1.0
s2U1007944	P1029187	1.0
s2U1014927	P1018185	1.0
s2U1006020	P1034031	1.0
s2U1014405	P1000590	1.0
s2U1012459	P1030120	1.0
s2U1012342	P1008826	1.0
s2U1005835	P1016083	1.0
s2U1006321	P1006656	1.0
s2U1004645	P1018762	1.0
s2U1011827	P1028896	1.0
s2U1014405	P1016948	1.0
s2U1012810	P1027215	1.0
s2U1010480	P1012181	1.0
s2U1006885	P1012181	1.0
s2U1015163	P1019890	1.0
s2U1011248	P1012181	1.0
s2U1000897	P1013766	1.0
s2U1008522	P1023522	1.0
s2U1007992	P1016867	1.0
s2U1012064	P1023395	1.0
s2U1014232	P1031924	1.0
s2U1012810	P1032058	1.0
s2U1017655	P1013631	1.0
s2U1012638	P1012494	1.0
s2U1006582	P1019867	1.0
s2U1006485	P1024664	1.0
s2U1000952	P1013631	1.0
s2U1002498	P1018850	1.0
s2U1016247	P1027215	1.0
s2U1000488	P1007652	1.0
s2U1006926	P1033469	1.0
s2U1000280	P1027215	1.0
s2U1017732	P1000160	1.0
s2U1013529	P1007032	1.0
s2U1003523	P1012181	1.0
s2U1008939	P1024031	1.0
s2U1008621	P1029061	1.0
s2U1000163	P1019890	1.0
s2U1016655	P1022108	1.0
s2U1014826	P1031525	1.0
s2U1014562	P1018865	1.0
s2U1011413	P1032687	1.0
s2U1011755	P1000297	1.0
s2U1000367	P1023132	1.0
s2U1005810	P1022063	1.0
s2U1018121	P1033612	1.0
s2U1012007	P1033743	1.0
s2U1008217	P1031924	1.0
s2U1002875	P1007433	1.0
s2U1014719	P1034057	1.0
s2U1013228	P1012181	1.0
s2U1003536	P1008269	1.0
s2U1004211	P1020601	1.0
s2U1008921	P1021399	1.0
s2U1007677	P1008992	1.0
s2U1004525	P1013471	1.0
s2U1004056	P1013766	1.0
s2U1017268	P1014102	1.0
s2U1000488	P1025927	1.0
s2U1014137	P1028815	1.0
s2U1014619	P1021570	1.0
s2U1011757	P1008172	1.0
s2U1006020	P1030120	1.0
s2U1018391	P1035622	1.0
s2U1012224	P1017395	1.0
s2U1017688	P1015639	1.0
s2U1006532	P1033027	1.0
s2U1006707	P1019867	1.0
s2U1014454	P1022063	1.0
s2U1001729	P1009117	1.0
s2U1017815	P1017557	1.0
s2U1007103	P1030671	1.0
s2U1013824	P1031288	1.0
s2U1012886	P1022063	1.0
s2U1000863	P1005471	1.0
s2U1009241	P1013697	1.0
s2U1013514	P1031924	1.0
s2U1001234	P1021570	1.0
s2U1018154	P1030120	1.0
s2U1016201	P1028905	1.0
s2U1002582	P1000590	1.0
s2U1013947	P1016336	1.0
s2U1005648	P1013471	1.0
s2U1012347	P1003091	1.0
s2U1000347	P1001561	1.0
s2U1014352	P1018889	1.0
s2U1011094	P1018155	1.0
s2U1005580	P1033469	1.0
s2U1015414	P1004541	1.0
s2U1017947	P1012402	1.0
s2U1000756	P1006528	1.0
s2U1004688	P1000725	1.0
s2U1005855	P1016853	1.0
s2U1018038	P1023286	1.0
s2U1003858	P1016853	1.0
s2U1004500	P1020307	1.0
s2U1004302	P1012181	1.0
s2U1011550	P1033469	1.0
s2U1002666	P1003550	1.0
s2U1016241	P1000590	1.0
s2U1015881	P1000023	1.0
s2U1017008	P1000080	1.0
s2U1014577	P1006201	1.0
s2U1010945	P1010440	1.0
s2U1012364	P1030120	1.0
s2U1011931	P1006528	1.0
s2U1000896	P1031924	1.0
s2U1003116	P1014102	1.0
s2U1012133	P1001578	1.0
s2U1011382	P1014102	1.0
s2U1018470	P1031924	1.0
s2U1000108	P1020556	1.0
s2U1016441	P1034636	1.0
s2U1001358	P1027219	1.0
s2U1009233	P1022063	1.0
s2U1007375	P1029081	1.0
s2U1012264	P1032617	1.0
s2U1014828	P1027537	1.0
s2U1016356	P1004287	1.0
s2U1008974	P1014225	1.0
s2U1007401	P1011524	1.0
s2U1005757	P1031743	1.0
s2U1017590	P1009440	1.0
s2U1003295	P1033469	1.0
s2U1015252	P1006867	1.0
s2U1001222	P1018561	1.0
s2U1008878	P1030120	1.0
s2U1005107	P1005007	1.0
s2U1016328	P1021570	1.0
s2U1006758	P1033428	1.0
s2U1007254	P1031300	1.0
s2U1016298	P1019711	1.0
s2U1014472	P1021260	1.0
s2U1007497	P1014102	1.0
s2U1016083	P1031288	1.0
s2U1001342	P1033320	1.0
s2U1011088	P1012287	1.0
s2U1014975	P1013766	1.0
s2U1002473	P1004636	1.0
s2U1005649	P1027215	1.0
s2U1011976	P1033510	1.0
s2U1018294	P1018213	1.0
s2U1002676	P1031288	1.0
s2U1004334	P1003550	1.0
s2U1015991	P1025150	1.0
s2U1009657	P1018213	1.0
s2U1010512	P1026877	1.0
s2U1006150	P1002862	1.0
s2U1015836	P1001782	1.0
s2U1004603	P1025807	1.0
s2U1012837	P1022108	1.0
s2U1005424	P1005192	1.0
s2U1018541	P1003866	1.0
s2U1014407	P1019005	1.0
s2U1012691	P1011129	1.0
s2U1013055	P1001599	1.0
s2U1000287	P1013631	1.0
s2U1017424	P1028111	1.0
s2U1000111	P1033734	1.0
s2U1008059	P1031743	1.0
s2U1006485	P1032427	1.0
s2U1001619	P1007489	1.0
s2U1003436	P1012181	1.0
s2U1006875	P1033469	1.0
s2U1015338	P1024035	1.0
s2U1002566	P1032687	1.0
s2U1008401	P1030979	1.0
s2U1015653	P1033787	1.0
s2U1004060	P1032597	1.0
s2U1006504	P1033469	1.0
s2U1018234	P1014275	1.0
s2U1009914	P1008339	1.0
s2U1010564	P1031268	1.0
s2U1017419	P1004622	1.0
s2U1017948	P1025635	1.0
s2U1008210	P1034611	1.0
s2U1005573	P1024911	1.0
s2U1010811	P1032058	1.0
s2U1016795	P1021570	1.0
s2U1006203	P1023121	1.0
s2U1001264	P1028896	1.0
s2U1016335	P1001950	1.0
s2U1008010	P1031924	1.0
s2U1013874	P1009303	1.0
s2U1000010	P1001561	1.0
s2U1006628	P1016884	1.0
s2U1008140	P1020357	1.0
s2U1010326	P1034611	1.0
s2U1003639	P1018865	1.0
s2U1001015	P1019890	1.0
s2U1003779	P1025807	1.0
s2U1001728	P1029081	1.0
s2U1005657	P1023121	1.0
s2U1003716	P1003975	1.0
s2U1014105	P1001390	1.0
s2U1001518	P1022516	1.0
s2U1000010	P1016949	1.0
s2U1001342	P1018735	1.0
s2U1004554	P1014102	1.0
s2U1008586	P1014102	1.0
s2U1007175	P1005682	1.0
s2U1015120	P1019346	1.0
s2U1001154	P1003053	1.0
s2U1005810	P1020830	1.0
s2U1003589	P1005786	1.0
s2U1003575	P1031288	1.0
s2U1002739	P1031924	1.0
s2U1009922	P1027219	1.0
s2U1001075	P1005973	1.0
s2U1017140	P1003664	1.0
s2U1002217	P1005471	1.0
s2U1016337	P1008339	1.0
s2U1004007	P1022063	1.0
s2U1018275	P1030038	1.0
s2U1014214	P1031924	1.0
s2U1008752	P1010037	1.0
s2U1011470	P1017141	1.0
s2U1002753	P1021042	1.0
s2U1005699	P1027215	1.0
s2U1013815	P1017859	1.0
s2U1000190	P1024911	1.0
s2U1008200	P1021206	1.0
s2U1011165	P1003664	1.0
s2U1018572	P1033570	1.0
s2U1005337	P1014102	1.0
s2U1007401	P1009380	1.0
s2U1005755	P1000302	1.0
s2U1008138	P1024459	1.0
s2U1018454	P1012607	1.0
s2U1000675	P1014279	1.0
s2U1005737	P1015266	1.0
s2U1008833	P1015014	1.0
s2U1009335	P1019005	1.0
s2U1006243	P1031288	1.0
s2U1004740	P1023121	1.0
s2U1005528	P1031138	1.0
s2U1004786	P1031288	1.0
s2U1009082	P1016537	1.0
s2U1007501	P1003573	1.0
s2U1013089	P1034611	1.0
s2U1000734	P1003866	1.0
s2U1003655	P1031924	1.0
s2U1010380	P1003506	1.0
s2U1008664	P1027102	1.0
s2U1016955	P1031288	1.0
s2U1011673	P1033469	1.0
s2U1017561	P1001482	1.0
s2U1000217	P1007336	1.0
s2U1004992	P1008269	1.0
s2U1004919	P1020361	1.0
s2U1011309	P1020361	1.0
s2U1005638	P1016884	1.0
s2U1015746	P1023121	1.0
s2U1001041	P1019890	1.0
s2U1013108	P1029198	1.0
s2U1004703	P1026624	1.0
s2U1003938	P1008806	1.0
s2U1000066	P1031288	1.0
s2U1004277	P1010979	1.0
s2U1009467	P1033469	1.0
s2U1017691	P1028896	1.0
s2U1018514	P1010559	1.0
s2U1004239	P1030044	1.0
s2U1011559	P1002279	1.0
s2U1013858	P1019922	1.0
s2U1012822	P1027537	1.0
s2U1003802	P1003664	1.0
s2U1018533	P1020357	1.0
s2U1018316	P1022872	1.0
s2U1015091	P1008806	1.0
s2U1003551	P1028496	1.0
s2U1007907	P1012181	1.0
s2U1001540	P1034636	1.0
s2U1010811	P1027537	1.0
s2U1004838	P1031924	1.0
s2U1006807	P1022517	1.0
s2U1007486	P1013120	1.0
s2U1000288	P1012181	1.0
s2U1004554	P1031924	1.0
s2U1016950	P1006749	1.0
s2U1012917	P1009505	1.0
s2U1017555	P1020307	1.0
s2U1002983	P1001830	1.0
s2U1001351	P1012181	1.0
s2U1014734	P1031288	1.0
s2U1013210	P1010440	1.0
s2U1010268	P1014502	1.0
s2U1001154	P1033560	1.0
s2U1012420	P1008269	1.0
s2U1008501	P1018393	1.0
s2U1007136	P1013766	1.0
s2U1002038	P1007983	1.0
s2U1018610	P1002595	1.0
s2U1000500	P1034018	1.0
s2U1012095	P1007984	1.0
s2U1007352	P1004820	1.0
s2U1009062	P1020816	1.0
s2U1003630	P1029597	1.0
s2U1009130	P1033133	1.0
s2U1002582	P1021570	1.0
s2U1004635	P1014102	1.0
s2U1004514	P1014102	1.0
s2U1008417	P1026807	1.0
s2U1010803	P1009822	1.0
s2U1014996	P1032597	1.0
s2U1009578	P1001173	1.0
s2U1017008	P1014102	1.0
s2U1002180	P1034611	1.0
s2U1014012	P1005878	1.0
s2U1005487	P1014102	1.0
s2U1017359	P1013766	1.0
s2U1004713	P1022063	1.0
s2U1001017	P1012607	1.0
s2U1018121	P1005163	1.0
s2U1001530	P1034611	1.0
s2U1005667	P1012566	1.0
s2U1006179	P1005878	1.0
s2U1012726	P1010035	1.0
s2U1008921	P1010238	1.0
s2U1009627	P1009968	1.0
